variety,modal,sentence,a1sense,a2sense,a3sense,tag,original sentence
HongKongEnglish,must,The sale of live chickens in wet markets must be banned,deontic,deontic,deontic,<ICE-HK:W2E-006#37:2>," The sale of live chickens in wet markets must be banned . </p>
 
 </I>
 
 <I> 
 
 "
HongKongEnglish,must,The Government must seek new ways to finance its everincreasing expenditure,deontic,deontic,deontic,<ICE-HK:W2B-016#10:1>," The Government must seek new ways to finance its ever-increasing
 expenditure . </p>
 
 <p> 
 "
HongKongEnglish,must,Moreover they remind students that a balanced university education is more than learning a profession or marketable skills they must also instil ldquo energies of mind rdquo that can steer technology and economic development along a more humane path,deontic,deontic,deontic,<ICE-HK:W2B-017#118:3>," Moreover , they remind students that a balanced university education
 is more than learning a profession or marketable skills; they must also
 instil &ldquo; energies of mind &rdquo; that can steer technology and
 economic development along a more humane path .
 
 "
HongKongEnglish,must,Neurosurgeons must adapt to the new challenge,deontic,deontic,deontic,<ICE-HK:W2A-034#85:1>," Neurosurgeons must adapt to the new challenge .
 
 "
HongKongEnglish,must,But the point that must be borne in mind is that the Basic Law has already promised Hong Kong will ultimately have a chief executive and all members of its legislature elected by universal suffrage,deontic,deontic,deontic,<ICE-HK:W2E-009#84:5>," But the point that must be borne in mind is that the Basic Law
 has already promised Hong Kong will ultimately have a chief executive and all
 members of its legislature elected by universal suffrage . </p>
 
 <p> 
 "
HongKongEnglish,must,I must read them,deontic,deontic,deontic,<ICE-HK:W1B-011#307:15>," I must read them .
 
 "
HongKongEnglish,must,Such a macroeconomic scenario must be the primary concern for any major taxreform strategy,deontic,deontic,deontic,<ICE-HK:W2B-019#65:2>," Such a macro-economic scenario must be the primary concern for
 any major tax-reform strategy .
 
 "
HongKongEnglish,must,But records are considered a commodity and we must take sales into account ',deontic,deontic,deontic,<ICE-HK:W2B-009#71:1>," But records are considered a commodity and we must take sales into
 account. ' </p>
 
 "
HongKongEnglish,must,Amy shakes her head smiling back they must look like a couple of those stupid dogs that sit in the back of cars and wag their heads,epistemic,epistemic,epistemic,<ICE-HK:W2F-018#50:1>," Amy shakes her head , smiling back: they must look like a couple of
 those stupid dogs that sit in the back of cars and wag their heads. </p>
 
 <p> 
 "
HongKongEnglish,must,Certainly behind the smiles and the expressions of sympathy for Israel ' s suffering at the hands of Palestinian terrorists Mr Powell and his team of negotiators must now be furious at Israel ' s intransigence towards US demands for an immediate troop withdrawal from the West Bank,epistemic,epistemic,epistemic,<ICE-HK:W2E-003#37:3>," Certainly , behind the smiles and the expressions of sympathy for
 Israel  ' s suffering at the hands of Palestinian terrorists , Mr Powell and
 his team of negotiators must now be furious at Israel  ' s intransigence
 towards US demands for an immediate troop withdrawal from the West Bank .
 </p>
 
 <p> 
 "
HongKongEnglish,must,The principles being outlined by Mr Bush ' s envoy are worthy but there must surely be implications that must be considered carefully,epistemic,epistemic,epistemic,<ICE-HK:W2E-006#60:4>," The principles being outlined by Mr Bush  ' s envoy are worthy , but
 there must surely be implications that must be considered carefully . </p>
 
 <p> 
 "
HongKongEnglish,could,I learned a lot by reading everything I could lay my hands on and I studied a lot,dynamic,dynamic,dynamic,<ICE-HK:W2B-002#63:1>," I learned a lot , by reading - everything I could lay my hands on ,
 and I studied a lot .
 
 "
HongKongEnglish,could,The fuel cell could give hours of continuous power,dynamic,dynamic,dynamic,<ICE-HK:W2B-034#135:3>," The fuel cell could give 10 hours of continuous power .
 
 "
HongKongEnglish,could,As the spontaneous conception rate only starts to significantly decrease after years of trying conservative management until then could be considered taking into account the woman ' s age,dynamic,epistemic,epistemic,<ICE-HK:W2A-025#137:1>," As the spontaneous conception rate only starts to significantly
 decrease after 3 years of trying, <sp> 30 </sp> conservative management until
 then could be considered , taking into account the woman  ' s age. <sp> 9 </sp>
 
 "
HongKongEnglish,could,Reflect your own opinion to politicians Legislative Council member and government if there is any major development that could potentially affect the dolphins ' habitat and the natural environment,dynamic,epistemic,dynamic,<ICE-HK:W2B-027#204:1>," Reflect your own opinion to politicians , Legislative Council member
 and government if there is any major development that could potentially
 affect the dolphins ' habitat and the natural environment . </p>
 
 </I>
 <I>
 
 "
HongKongEnglish,could,I listened to the recorded snippet again and again and could not decide what I should do,dynamic,dynamic,dynamic,<ICE-HK:W2F-016#210:1>," I listened to the recorded snippet again and again , and could not
 decide what I should do. </p>
 
 <p> 
 "
HongKongEnglish,could,For example parents could receive an alert when their children arrived at school he said,epistemic,epistemic,epistemic,<ICE-HK:W2B-039#101:4>," For example , parents could receive an alert when their children
 arrived at school , he said . </p>
 
 "
HongKongEnglish,could,For as long as Amy could remember Chinese had meant food spring rolls fried rice pork scol one from Column A and two from Column B scol the Ho Sai Gai on Race Street in Chinatown its name spelt out in spiky bamboo letters on the garish violet and vermilion neon sign that flashed all night above its red doors,dynamic,dynamic,dynamic,<ICE-HK:W2F-018#2:1>," For as long as Amy could remember , Chinese had meant food: spring
 rolls , fried rice , <indig> mushu </indig> pork &scol; one from Column A and
 two from Column B &scol; the Ho Sai Gai on Race Street in Chinatown , its
 name spelt out in spiky , bamboo letters on the garish violet and vermilion
 neon sign that flashed all night above its red doors. </p>
 
 <p> 
 "
HongKongEnglish,could,AS THE FIGHT continued to control the atypical pneumonia outbreak the Natural Health Association hastily convened a talk last week to discuss ways in which alternative and traditional Chinese medicine could help combat the problem,epistemic,dynamic,dynamic,<ICE-HK:W2B-030#125:2>," <bold> AS THE FIGHT </bold> continued to control the atypical
 pneumonia outbreak , the Natural Health Association hastily convened a talk
 last week to discuss ways in which alternative and traditional Chinese
 medicine could help combat the problem . </p>
 
 <p> 
 "
HongKongEnglish,could,Under the existing system of selecting a Chief Executive it seems no Democrat could ever make it into that office,dynamic,epistemic,epistemic,<ICE-HK:W2B-018#48:2>," Under the existing system of selecting a Chief Executive , it
 seems no Democrat could ever make it into that office .
 
 "
HongKongEnglish,could,Furthermore if you have any knowledge of the whereabouts of Mr deleted I would be much obliged if you could forward that information to me,epistemic,epistemic,dynamic,<ICE-HK:W1B-029#73:5>," Furthermore , if you have any knowledge of the whereabouts of Mr .
 <O> deleted </O> , I would be much obliged if you could forward that
 information to me . </p>
 
 "
HongKongEnglish,could,As tens of thousands of people paid their last respects at his funeral in Rotterdam yesterday fri pollsters predicted a sympathy vote in coming elections that could catapult his party into helping form a new government,epistemic,epistemic,dynamic,<ICE-HK:W2E-005#75:5>," As tens of thousands of people paid their last respects at his
 funeral in Rotterdam yesterday <it> fri </it> , pollsters predicted a
 sympathy vote in coming elections that could catapult his party into helping
 form a new government . </p>
 
 <p> 
 "
HongKongEnglish,could,It was finally built because some clever bureaucrat detected an angle of space in between two highrise buildings which could be made into a triangle,epistemic,dynamic,dynamic,<ICE-HK:W2F-017#77:6>," It was finally built because some clever bureaucrat detected an
 angle of space in between two high-rise buildings which could be made into a
 triangle .
 
 "
HongKongEnglish,could,At first we could not help feeling a little afraid of him but his overflowing friendliness quickly put us at our ease,dynamic,dynamic,dynamic,<ICE-HK:W2B-010#91:1>," At first we could not help feeling a little afraid of him , but his
 overflowing friendliness quickly put us at our ease .
 
 "
HongKongEnglish,could,It ' s likely to me that other viruses could come to Hong Kong,epistemic,epistemic,epistemic,<ICE-HK:W2B-030#173:2>," It  ' s likely to me that other viruses could come to Hong Kong .
 
 "
HongKongEnglish,could,But I was stuck and could not utter a word,dynamic,dynamic,dynamic,<ICE-HK:W2F-016#93:1>," But I was stuck , and could not utter a word. </p>
 
 <p> 
 "
HongKongEnglish,could,In my first few days online another player tried to trick me into handling over all my precious starting money obrack he claimed we could magically multiply our money if I would only let him hold my money for a bit cbrack,dynamic,dynamic,dynamic,<ICE-HK:W2B-034#23:1>," In my first few days online , another player tried to trick me into
 handling over all my precious starting money &obrack;  he claimed we could magically
 multiply our money , if I would only let him hold my money for a bit &cbrack; .
 
 "
HongKongEnglish,could,ldquo Twigs could be anything from marriage announcements to obituaries to property transactions to land records and notices,epistemic,dynamic,epistemic,<ICE-HK:W2B-007#24:1>," &ldquo; Twigs could be anything from marriage announcements to
 obituaries to property transactions , to land records and notices .
 
 "
HongKongEnglish,could,If prices continue to plunge as warned by the Hong Kong Monetary Authority another households could be similarly affected when the year ends,epistemic,epistemic,epistemic,<ICE-HK:W2E-003#55:4>," If prices continue to plunge , as warned by the Hong Kong
 Monetary Authority , another 12,000 households could be similarly affected
 when the year ends . </p>
 
 <p> 
 "
HongKongEnglish,could,If I could turn the clock back I would concentrate on my studies rdquo,dynamic,dynamic,dynamic,<ICE-HK:W2B-008#49:1>," If I could turn the clock back , I would concentrate on my studies .
 &rdquo; </p> <h>
 
 "
HongKongEnglish,could,But since no ambiguity was found in the language of the relevant Basic Law provision that part of the context could not be considered in the adoptedchildren case,epistemic,dynamic,dynamic,<ICE-HK:W2B-011#45:1>," But since no ambiguity was found in the language of the relevant
 Basic Law provision , that part of the context could not be considered in the
 adopted-children case . </p>
 
 <p> 
 "
HongKongEnglish,can,If you are in peace you can easily be inspired by nature in various aspects,epistemic,epistemic,dynamic,<ICE-HK:W2D-017#136:3>," If you are in peace , you can easily be inspired by nature in
 various aspects . </p>
 
 <p> 
 "
HongKongEnglish,can,This condition should be suspected of the woman is obese and hirsute or if there is hyperandrogenaemia or an elevated LH to FSH ratio Polycystic ovaries can be diagnosed using ultrasonography,epistemic,epistemic,dynamic,<ICE-HK:W2A-025#85:1>," This condition should be suspected of the woman is obese and hirsute
 , or if there is hyperandro-genaemia or an elevated LH to FSH ratio. <sp> 13
 </sp> Polycystic ovaries can be diagnosed using ultrasonography . </p>
 
 <p> 
 "
HongKongEnglish,can,For example we can provide Xray services to public hospitals if the queue is long,dynamic,dynamic,dynamic,<ICE-HK:W2B-024#56:1>," For example , we can provide X-ray services to public hospitals if
 the queue is long .
 
 "
HongKongEnglish,can,A second cover incorporating the adjacent floor finish can be added for aesthetics reason,epistemic,dynamic,dynamic,<ICE-HK:W2A-035#21:1>," A second cover incorporating the adjacent floor finish can be added
 for aesthetics reason . </p>
 
 <p> 
 "
HongKongEnglish,can,Only with concentration can you immerse yourself into the harmony and rhythm of the nature,dynamic,dynamic,dynamic,<ICE-HK:W2D-017#134:3>," Only with concentration can you immerse yourself into the harmony
 and rhythm of the nature . </p>
 
 <p> 
 "
HongKongEnglish,can,But the same can be said about the Democratic Alliance for the Betterment of Hong Kong obrack DAB cbrack though for the opposite reason that the DAB 's proBeijing position is unlikely to lead it anywhere either,epistemic,dynamic,dynamic,<ICE-HK:W2B-018#46:2>," But the same can be said about the Democratic Alliance for the
 Betterment of Hong Kong &obrack;  DAB &cbrack; - though for the opposite reason that the DAB
 's pro-Beijing position is unlikely to lead it anywhere either . </p>
 
 <p> 
 "
HongKongEnglish,can,Whole toxic irrigation can be considered for potentially toxic ingestion of sustainedrelease or enteric coated drugs,epistemic,epistemic,dynamic,<ICE-HK:W2A-027#55:1>," Whole toxic irrigation can be considered for potentially toxic
 ingestion of sustained-release or enteric coated drugs . </p> <h> <bold>
 
 "
HongKongEnglish,can,For the production of leukocytedepleted platelet concentrates apheresis technology can be used and circumvents any need for filtration or further processing,epistemic,epistemic,dynamic,<ICE-HK:W2A-029#122:1>," For the production of leukocyte-depleted platelet concentrates ,
 apheresis technology can be used and circumvents any need for filtration or
 further processing . </p> <h> <bold>
 
 "
HongKongEnglish,can,The basic objective is to show that all occupants can leave a threatened part of a building without being subjected to untenable conditions,dynamic,dynamic,dynamic,<ICE-HK:W2A-038#138:2>," The basic objective is to show that all occupants can leave a
 threatened part of a building without being subjected to untenable
 conditions. </p>
 
 <p> 
 "
HongKongEnglish,can,Each one has six rinks and up to eight players can occupy one rink,dynamic,dynamic,dynamic,<ICE-HK:W2D-014#84:1>," Each one has six rinks , and up to eight players can occupy one rink .
 
 "
HongKongEnglish,can,Quantitative evaluation can be established on the basis of three types of approaches namely deterministic comparative and probabilistic,epistemic,epistemic,dynamic,<ICE-HK:W2A-038#135:2>," Quantitative evaluation can be established on the basis of three
 types of approaches , namely deterministic , comparative and probabilistic.
 </p>
 
 <p> 
 "
HongKongEnglish,can,If Hong Kong is to achieve its ambition of becoming a world city it is important that it remains a place where different kinds of ideas and thoughts can be freely expressed,epistemic,epistemic,dynamic,<ICE-HK:W2E-004#11:1>," If Hong Kong is to achieve its ambition of becoming a world city , it
 is important that it remains a place where different kinds of ideas and
 thoughts can be freely expressed . </p>
 
 <p> 
 "
HongKongEnglish,can,Trying to achieve that fashionably dishevelled blowout can be a complicated project,epistemic,epistemic,epistemic,<ICE-HK:W2D-012#54:2>," Trying to achieve that fashionably dishevelled blow-out can be a
 complicated project .
 
 "
HongKongEnglish,can,Fighting market forces can only make things worse,epistemic,epistemic,dynamic,<ICE-HK:W2B-016#35:1>," Fighting market forces can only make things worse .
 
 "
HongKongEnglish,can,Also I am not sure if I can move on to a university later when I graduate rdquo,dynamic,dynamic,dynamic,<ICE-HK:W2B-016#70:2>," Also , I am not sure if I can move on to a university later when I
 graduate . &rdquo; </p>
 
 <p> 
 "
HongKongEnglish,can,Most can look forward to an uninterrupted journey without timewasting and stressful station changes,dynamic,dynamic,dynamic,<ICE-HK:W2E-009#92:6>," Most can look forward to an uninterrupted journey without
 time-wasting and stressful station changes . </p>
 
 <p> 
 "
HongKongEnglish,can,One danger lurks however as whatever the DAB can offer to workers so can unionist legislators Lau Chinshek and Lee Cheukyan,dynamic,dynamic,dynamic,<ICE-HK:W2B-018#77:2>," One danger lurks , however , as whatever the DAB can offer to
 workers , so can unionist legislators Lau Chin-shek and Lee Cheuk-yan .
 
 "
HongKongEnglish,can,We can keep up with the city ' s hectic pace ',dynamic,dynamic,dynamic,<ICE-HK:W2B-004#8:1>," We can keep up with the city  ' s hectic pace. ' </p>
 
 "
HongKongEnglish,can,Epididymal sperm can be obtained by performing microsurgical epididymal sperm aspiration in men with nonobstructive azoospermia,epistemic,dynamic,dynamic,<ICE-HK:W2A-025#129:1>," Epididymal sperm can be obtained by performing microsurgical
 epididymal sperm aspiration in men with non-obstructive azoospermia .
 
 "
HongKongEnglish,can,However in WorldCom ' s case a routine internal audit accompanied by a few probing questions would have prised open the can of worms,x,x,x,<ICE-HK:W2E-010#26:2>," However , in WorldCom  ' s case a routine internal audit , accompanied
 by a few probing questions , would have prised open the can of worms . </p>
 
 <p> 
 "
HongKongEnglish,should,To enable every citizen in Hong Kong to enjoy the benefits of IT the government should work with trade members to build on innovative ITbased projects so as to improve the ereadiness of our society,deontic,deontic,deontic,<ICE-HK:W2B-040#69:3>," To enable every citizen in Hong Kong to enjoy the benefits of IT
 , the government should work with trade members to build on innovative
 IT-based projects so as to improve the e-readiness of our society . </p>
 
 <p> 
 "
HongKongEnglish,should,Speaking from Tokyo yesterday he added that the WHO and international scientists should press harder for an opportunity to join the investigation in China,deontic,deontic,deontic,<ICE-HK:W2B-022#103:2>," Speaking from Tokyo yesterday , he added that the WHO and
 international scientists should press harder for an opportunity to join the
 investigation in China . </p>
 
 <p> 
 "
HongKongEnglish,should,In the long run if the SAR is to move towards a more democratic society the restrictions imposed under Article should be repealed,deontic,deontic,deontic,<ICE-HK:W2B-018#119:3>," In the long run , if the SAR is to move towards a more
 democratic society , the restrictions imposed under Article 74 should be
 repealed . </p>
 
 <p> 
 "
HongKongEnglish,should,' ' While we should encourage people to get closer to nature we also need to engage in economic activities,deontic,deontic,deontic,<ICE-HK:W2B-024#116:2>,"  '  ' While we should encourage people to get closer to nature , we
 also need to engage in economic activities .
 
 "
HongKongEnglish,should,you should not be so angry as u know I ' m quite busy,deontic,deontic,deontic,<ICE-HK:W1B-002#138:4>," you should not be so angry as u know I  ' m quite busy .
 
 "
HongKongEnglish,should,Fifa should try to raise the standards of referees and help them make sound judgments on the field,deontic,deontic,deontic,<ICE-HK:W2E-009#54:3>," Fifa should try to raise the standards of referees and help them
 make sound judgments on the field .
 
 "
HongKongEnglish,should,The Education Department has engaged experts from Australia to measure the performance of secondary schools and there is controversy as to whether the results should go public,deontic,deontic,deontic,<ICE-HK:W2B-005#61:3>," <p> The Education Department has engaged experts from Australia to measure
 the performance of secondary schools and there is controversy as to whether
 the results should go public . </p>
 
 "
HongKongEnglish,should,For the eligible beneficiaries it should mean faster relief from their plight,epistemic,epistemic,deontic,<ICE-HK:W2E-003#75:5>," For the eligible beneficiaries , it should mean faster relief from
 their plight . </p>
 
 <p> 
 "
HongKongEnglish,should,That is not to say that comprehensive tax reform should be avoided in the long run,deontic,deontic,deontic,<ICE-HK:W2B-019#68:2>," That is not to say that comprehensive tax reform should be
 avoided in the long run .
 
 "
HongKongEnglish,should,Infertility treatment should be offered when the chance of conceiving naturally is unacceptable low obrack percent to percent per cycle or percent to percent after years,deontic,deontic,deontic,<ICE-HK:W2A-025#35:1>," Infertility treatment should be offered when the chance of conceiving
 naturally is unacceptable low &obrack;  <1&percent; to  2&percent; per cycle or 20&percent; to 30&percent; after  2
 years). <sp> 6 </sp>
 
 "
HongKongEnglish,should,Doctors should be encouraged to implement primary and secondary preventive measures that have been proven to be effective while community health workers should actively promote diabetes education to diagnosed patients as well as to the general public,deontic,deontic,deontic,<ICE-HK:W2A-026#172:1>," Doctors should be encouraged to implement primary and secondary
 preventive measures that have been proven to be effective , while community
 health workers should actively promote diabetes education to diagnosed
 patients as well as to the general public .
 
 "
HongKongEnglish,should,However laparoscopy with chromotubation should be the preferred method of investigation particularly when there is a strong suspicion of peritoneal disease,deontic,deontic,deontic,<ICE-HK:W2A-025#103:1>," However , laparoscopy with chromotubation should be the preferred
 method of investigation , particularly when there is a strong suspicion of
 peritoneal disease .
 
 "
HongKongEnglish,should,According all diabetic patients should regularly undergo sensory testing and be screened for foot ulceration at regular intervals,deontic,deontic,deontic,<ICE-HK:W2A-026#88:1>," According , all diabetic patients should regularly undergo sensory
 testing and be screened for foot ulceration at regular intervals .
 
 "
HongKongEnglish,should,It should be mkcarolustuxmailusthkhk or mkcarolustsuusthkhk,x,deontic,deontic,<ICE-HK:W1B-014#25:2>," It should be mk_carol@ustuxmail.usthk.hk or mk_carol@ustsu3.usthk.hk
  
 "
HongKongEnglish,should,Those who may get seasick should take some seasickness pills minutes before boarding the dolphin watching boat,deontic,deontic,deontic,<ICE-HK:W2B-027#156:1>," ? Those who may get seasick should take some sea-sickness pills
 30 minutes before boarding the dolphin watching boat . </p>
 
 <p> 
 "
HongKongEnglish,should,According to Ir Thoms it was also designed with safety in mind should a train derail the walkway will progressively drop away so it will not act as a ldquo tin opener rdquo furthering damaging the train and endangering the lives of passengers Photo Photo,epistemic,epistemic,deontic,<ICE-HK:W2A-037#55:1>," According to Ir Thoms , it was also designed with safety in mind:
 should a train derail , the walkway will progressively drop away so it will
 not act as a &ldquo; tin opener &rdquo; , furthering damaging the train and
 endangering the lives of passengers . </p> <O> Photo </O> <O> Photo </O>
 
 <p> 
 "
HongKongEnglish,should,Mr Qian ' s remarks should not come as a surprise to anyone,epistemic,epistemic,deontic,<ICE-HK:W2E-009#76:5>," Mr Qian  ' s remarks should not come as a surprise to anyone .
 
 "
HongKongEnglish,should,An organic cause should be excluded however particularly if there are neurological symptoms,deontic,deontic,deontic,<ICE-HK:W2A-025#71:1>," An organic cause should be excluded , however , particularly if there
 are neurological symptoms .
 
 "
HongKongEnglish,should,Anyway it should be Chinese New Year when you receive this,epistemic,epistemic,deontic,<ICE-HK:W1B-012#214:6>," Anyway , it should be Chinese New Year when you receive this ,
 
 "
HongKongEnglish,should,We should take government advice to improve diet not to smoke or drink alcohol' ' he says,deontic,deontic,deontic,<ICE-HK:W2B-030#162:2>," We should take government advice to improve diet , not to smoke or
 drink alcohol,' ' he says .
 
 "
IndianEnglish,may,However there is one unnoticed snag in this as the lens is zoomed out zoomed in after the initial focus there may be accidental change in focus,epistemic,epistemic,epistemic,<ICE-IND:W2D-019#34:1>," However there is one unnoticed snag in this as the lens is zoomed out
 / zoomed in, after the initial focus there may be accidental change in focus.
 </p>
 
 "
IndianEnglish,may,It may be recalled that in the net underenumeration was of the order of per cent or roughly per cent if we assume the same degree of underenumeration we have to add another million,epistemic,epistemic,epistemic,<ICE-IND:W2B-013#74:1>," It may be recalled that in 1981, the net under-enumeration was of the
 order of 1.8 per cent or roughly 2 per cent, if we assume the same degree of
 under-enumeration, we have to add another 17 million.
 
 "
IndianEnglish,may,The sensitivity may be poor but accuracy and precision are superior to other techniques,epistemic,epistemic,epistemic,<ICE-IND:W2A-038#97:1>," The sensitivity may be poor but accuracy and precision are
 superior to other techniques. </p>
 
 "
IndianEnglish,may,This paper aims to put a step towards that by highlighting certain pragmetic principles some of which may go otherwise unnoticed,epistemic,epistemic,epistemic,<ICE-IND:W2A-002#26:1>," This paper aims to put a step towards that by highlighting certain
 pragmetic principles, some of which may go otherwise unnoticed. </p>
 
 <p> 
 "
IndianEnglish,may,Therefore the picking should be done either early in the morning or late in the afternoon so that the quality may not go down due to the heat of noon,epistemic,epistemic,concessive,<ICE-IND:W2D-018#35:1>," Therefore, the picking should be done either early in the morning or
 late in the afternoon so that the quality may not go down due to the heat of
 noon.
 
 "
IndianEnglish,may,You may be right said RinTakCy the bubbling sociologist,epistemic,epistemic,epistemic,<ICE-IND:W2F-010#166:1>," <quote> "" You may be right,"" </quote> said Rin-Tak-Cy, the
 bubbling sociologist.
 
 "
IndianEnglish,may,The entry tax may also spawn corruption with visits from inspectors and maintenance of books of accounts they fear,epistemic,epistemic,epistemic,<ICE-IND:W2C-001#41:3>," The entry tax may also spawn corruption with visits from inspectors
 and maintenance of books of accounts, they fear. </p>
 
 <p> 
 "
IndianEnglish,may,Poor response of cauda to androgen supplementation in castrated animals may be due to a higher androgen threshold of this region as compared to other regions of epididymis,epistemic,epistemic,epistemic,<ICE-IND:W2A-027#120:1>," Poor response of cauda to androgen supplementation in
 castrated animals may be due to a higher androgen threshold of this region as
 compared to other regions of epididymis <sp> <fnr> 15 </fnr> </sp> .
 
 "
IndianEnglish,may,You may therefore as per his suggestion proceed with your plan of either writing to Shinde or seeing him personally,concessive,concessive,concessive,<ICE-IND:W1B-002#41:1>," You may, therefore, as per his suggestion, proceed with your plan of  
 either writing to <indig> Shri </indig> Shinde or seeing him personally. 
 
 "
IndianEnglish,may,They may also occur in the humid regions,epistemic,dynamic,epistemic,<ICE-IND:W2D-017#28:1>," They may also occur in the humid regions.
 
 "
IndianEnglish,may,It may be possible then that T may be contributing to the intensity at H arrow P and H arrow P because the H arrow P and H arrow P multiplets have lambda reduced matrix values approximate sign and while for H arrow P multiplet lambda has zero value,epistemic,epistemic,epistemic,<ICE-IND:W2A-025#26:1>," It may be possible then that T<sb>5</sb> may be contributing to the
 intensity at <sp> 3</sp>H<sb>4</sb> <*> arrow</*> <sp> 3</sp>P<sb>2</sb> and
 <sp> 3</sp>H<sb>4</sb> <*> arrow</*> <sp> 3</sp>P<sb>1</sb>, because the <sp>
 3</sp>H<sb>4</sb> <*> arrow</*> <sp> 3</sp>P<sb>2</sb> and <sp>
 3</sp>H<sb>4</sb> <*> arrow</*> <sp> 3</sp>P<sb>1</sb> multiplets have <*>
 lambda</*> = 5 reduced matrix values <*> approximate- sign</*> 0.283 and
 0.502, while for <sp> 3</sp>H<sb>4</sb> <*> arrow</*> <sp> 3</sp>P<sb>0</sb>
 multiplet <*> lambda</*> = 5 has zero value.
 
 "
IndianEnglish,may,He has to recognise the probablity of newer data other proofs more conveining convincing another point of view more forceful which could effectively after the conclusions he has arrived at or may even disprove it which he upholds,epistemic,epistemic,epistemic,<ICE-IND:W1A-002#16:1>," He has to recognise the probablity of newer data other proofs more
 <}> <-> conveining </-> <+> convincing </+> </}> , another point of view,
 more forceful which could effectively <+> ( </+> after the conclusions he has
 arrived at, or may even disprove <+> it </+> <+> ) </+> <-> which he </->
 upholds.
 
 "
IndianEnglish,may,If IBM finds that OSPresentation Manager combine is too slow to take off there is a possibility that they may come out with a NeXTtype operating system as an alternative to MSDOS,epistemic,epistemic,epistemic,<ICE-IND:W2B-036#80:1>," If IBM finds that OS/2-Presentation Manager combine is too slow to
 take off, there is a possibility that they may come out with a NeXT-type
 operating system as an alternative to MS-DOS.
 
 "
IndianEnglish,may,Potential beneficiaries may adjust their work and other activities to qualify to get support and the result of this can be a significant loss of social output and activity,epistemic,epistemic,epistemic,<ICE-IND:W2B-015#21:1>," Potential beneficiaries may adjust their work and other activities to
 qualify to get support, and the result of this can be a significant loss
 of social output and activity. </p>
 
 <p> 
 "
IndianEnglish,may,However it is to be borne in mind that the Central Board of Excise and Customs in exercise of the powers conferred by clause b of section of the Central Excises and Salt Act and rule of the Central Excise Rules I has been empowered to appoint such officers as it deems fit and invest in him such powers as may be specified in the notification issued in this behalf,epistemic,concessive,concessive,<ICE-IND:W2A-018#28:1>," However, it is to be borne in mind that the Central Board of
 Excise and Customs, in exercise of the powers conferred by clause ( b) of
 section 2 of the Central Excises and Salt Act, 1944, and rule 4 of the
 Central Excise Rules, I944, has been empowered to appoint such officers as it
 deems fit and invest in him such powers as may be specified in the
 notification issued in this behalf. </p>
 
 <p> 
 "
IndianEnglish,may,Since donors whose blood matches with the recipient may not always be present nearby during an emergency previously collected blood and stored in bloodbanks is usually used for transfusion,epistemic,epistemic,epistemic,<ICE-IND:W2B-037#33:1>," Since donors whose blood matches with the recipient may not always be
 present nearby during an emergency, previously collected blood and stored in
 blood-banks is usually used for transfusion.
 
 "
IndianEnglish,may,To say that the impropriety is restricted only to appearance before them and not before their other colleagues in different benches of the same court may be technically right but in actual practice lacks credibility,epistemic,epistemic,epistemic,<ICE-IND:W2D-005#62:1>," To say that the impropriety is restricted only to appearance before
 them and not before their other colleagues in different benches of the same
 court may be technically right but in actual practice lacks credibility.
 
 "
IndianEnglish,may,These may be required in older women and in couples who themselves have or are carriers of genetic diseases,epistemic,epistemic,epistemic,<ICE-IND:W2B-028#89:2>," These may be required in older women and in couples who themselves
 have or are carriers of genetic diseases.
 
 "
IndianEnglish,may,And a little frog came out of the pond and told the little boys this may be fun for you but death for us,epistemic,epistemic,epistemic,<ICE-IND:W2C-008#61:2>," And a little frog came out of the pond and told the little boys
 <quote> "" this may be fun for you but death for us"" </quote> . </p> </I>
 
 
 <I>
 
 "
IndianEnglish,may,For one of them may take an honest action without being able to anticipate how it can hurt the vital interests of a greedy crimeprone legislator,epistemic,epistemic,epistemic,<ICE-IND:W2D-004#57:1>," For, one of them may take an honest action without being able to
 anticipate how it can hurt the vital interests of a greedy, crime-prone
 legislator.
 
 "
IndianEnglish,must,It must Accuse and attack anything that can be accused or attacked,deontic,deontic,deontic,<ICE-IND:W2A-009#25:1>," It must Accuse and attack anything that can be accused or attacked.
 
 "
IndianEnglish,must,Organisation or business must be situated at the place where the loca raw materials of or production can easily be available,deontic,deontic,deontic,<ICE-IND:W1A-016#105:4>," Organisation or business must be situated at the place where the
 <del> loca </del> raw materials of or production can easily <+> be </+>
 available.
 
 "
IndianEnglish,must,The bugoid must have been very shortsighted for it chomped on unsuspecting,epistemic,epistemic,epistemic,<ICE-IND:W2F-004#165:1>," The bugoid must have been very short-sighted, for it chomped on,
 unsuspecting. </p>
 
 <p> 
 "
IndianEnglish,must,In general once the dust is inhaled the reaction of lung depends on factors each of which is important in itself but all of which must be considered in combination since they are to a certain extent interdependent,deontic,deontic,deontic,<ICE-IND:W2A-039#66:1>," In general, once the dust is inhaled, the reaction of lung depends on
 7 factors each of which is important in itself but all of which must be
 considered in combination, since they are to a certain extent interdependent.
 
 "
IndianEnglish,must,Thus for surviving growth and expanssion expansion profit must be primary object of the business but not a profiteering,deontic,deontic,deontic,<ICE-IND:W1A-016#51:2>," Thus, for surviving, growth and <}> <-> expanssion </-> <+> expansion
 </+> </}> profit must be primary object of the business but not a
 profiteering.
 
 "
